"contributors","truncated","text","in_reply_to_status_id","id","favorite_count","source","retweeted","coordinates","entities__urls__url","entities__urls__indices001","entities__urls__indices002","entities__urls__expanded_url","entities__urls__display_url","in_reply_to_screen_name","in_reply_to_user_id","retweet_count","id_str","favorited","user__follow_request_sent","user__profile_use_background_image","user__profile_text_color","user__default_profile_image","user__id","user__profile_background_image_url_https","user__verified","user__profile_location","user__profile_image_url_https","user__profile_sidebar_fill_color","user__entities__url__urls__url","user__entities__url__urls__indices001","user__entities__url__urls__indices002","user__entities__url__urls__expanded_url","user__entities__url__urls__display_url","user__entities__description__urls__url","user__entities__description__urls__indices001","user__entities__description__urls__indices002","user__entities__description__urls__expanded_url","user__entities__description__urls__display_url","user__followers_count","user__profile_sidebar_border_color","user__id_str","user__profile_background_color","user__listed_count","user__is_translation_enabled","user__utc_offset","user__statuses_count","user__description","user__friends_count","user__location","user__profile_link_color","user__profile_image_url","user__following","user__geo_enabled","user__profile_banner_url","user__profile_background_image_url","user__name","user__lang","user__profile_background_tile","user__favourites_count","user__screen_name","user__notifications","user__url","user__created_at","user__contributors_enabled","user__time_zone","user__protected","user__default_profile","user__is_translator","geo","in_reply_to_user_id_str","possibly_sensitive","lang","created_at","in_reply_to_status_id_str","place","metadata__iso_language_code","metadata__result_type","entities__user_mentions__id","entities__user_mentions__indices001","entities__user_mentions__indices002","entities__user_mentions__id_str","entities__user_mentions__screen_name","entities__user_mentions__name","entities__hashtags__indices001","entities__hashtags__indices002","entities__hashtags__text","entities__|","entities__|__source_user_id","entities__|__source_status_id_str","entities__|__expanded_url","entities__|__display_url","entities__|__url","entities__|__media_url_https","entities__|__source_user_id_str","entities__|__source_status_id","entities__|__id_str","entities__|__sizes__small__h","entities__|__sizes__small__resize","entities__|__sizes__small__w","entities__|__sizes__large__h","entities__|__sizes__large__resize","entities__|__sizes__large__w","entities__|__sizes__medium__h","entities__|__sizes__medium__resize","entities__|__sizes__medium__w","entities__|__sizes__thumb__h","entities__|__sizes__thumb__resize","entities__|__sizes__thumb__w","entities__|__indices001","entities__|__indices002","entities__|__type","entities__|__id","entities__|__media_url","|","|__contributors","|__truncated","|__text","|__in_reply_to_status_id","|__id","|__favorite_count","|__source","|__retweeted","|__coordinates","|__entities__user_mentions__id","|__entities__user_mentions__indices001","|__entities__user_mentions__indices002","|__entities__user_mentions__id_str","|__entities__user_mentions__screen_name","|__entities__user_mentions__name","|__entities__hashtags__indices001","|__entities__hashtags__indices002","|__entities__hashtags__text","|__entities__media__expanded_url","|__entities__media__display_url","|__entities__media__url","|__entities__media__media_url_https","|__entities__media__id_str","|__entities__media__sizes__small__h","|__entities__media__sizes__small__resize","|__entities__media__sizes__small__w","|__entities__media__sizes__large__h","|__entities__media__sizes__large__resize","|__entities__media__sizes__large__w","|__entities__media__sizes__medium__h","|__entities__media__sizes__medium__resize","|__entities__media__sizes__medium__w","|__entities__media__sizes__thumb__h","|__entities__media__sizes__thumb__resize","|__entities__media__sizes__thumb__w","|__entities__media__indices001","|__entities__media__indices002","|__entities__media__type","|__entities__media__id","|__entities__media__media_url","|__in_reply_to_screen_name","|__in_reply_to_user_id","|__retweet_count","|__id_str","|__favorited","|__user__follow_request_sent","|__user__profile_use_background_image","|__user__profile_text_color","|__user__default_profile_image","|__user__id","|__user__profile_background_image_url_https","|__user__verified","|__user__profile_location","|__user__profile_image_url_https","|__user__profile_sidebar_fill_color","|__user__entities__url__urls__url","|__user__entities__url__urls__indices001","|__user__entities__url__urls__indices002","|__user__entities__url__urls__expanded_url","|__user__entities__url__urls__display_url","|__user__followers_count","|__user__profile_sidebar_border_color","|__user__id_str","|__user__profile_background_color","|__user__listed_count","|__user__is_translation_enabled","|__user__utc_offset","|__user__statuses_count","|__user__description","|__user__friends_count","|__user__location","|__user__profile_link_color","|__user__profile_image_url","|__user__following","|__user__geo_enabled","|__user__profile_banner_url","|__user__profile_background_image_url","|__user__name","|__user__lang","|__user__profile_background_tile","|__user__favourites_count","|__user__screen_name","|__user__notifications","|__user__url","|__user__created_at","|__user__contributors_enabled","|__user__time_zone","|__user__protected","|__user__default_profile","|__user__is_translator","|__geo","|__in_reply_to_user_id_str","|__possibly_sensitive","|__lang","|__created_at","|__in_reply_to_status_id_str","|__place","|__metadata__iso_language_code","|__metadata__result_type"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575586179","77","93","575586179","worldfarmersorg","WFO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466369716","76","85","466369716","ICSUnews","Council for Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466369716","94","103","466369716","ICSUnews","Council for Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19649135","86","94","19649135","FAOnews","FAO Newsroom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19649135","104","112","19649135","FAOnews","FAO Newsroom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90417225","95","107","90417225","OneAcreFund","One Acre Fund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90417225","113","125","90417225","OneAcreFund","One Acre Fund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","Rivière atmosphérique Wikipedia article edited anonymously from Environment Canada http://t.co/JSPoi7A9Us","null","568909550507728896","0","<a href=""https://twitter.com/gccaedits"" rel=""nofollow"">GC CA Edits</a>","False","null","http://t.co/JSPoi7A9Us","83","105","http://fr.wikipedia.org/w/index.php?diff=112041346&oldid=112024150&rcid=135938775","fr.wikipedia.org/w/index.php?di…","null","null","1","568909550507728896","False","False","False","333333","False","2613454796","https://abs.twimg.com/images/themes/theme1/bg.png","False","null","https://pbs.twimg.com/profile_images/486845019920142336/D8tyW1L9_normal.png","DDEEF6","https://t.co/4ZSbMvg1K1","0","23","https://github.com/ruebot/gccaedits-ip-address-ranges","github.com/ruebot/gccaedi…","https://t.co/mip4rTkvth","117","140","https://github.com/edsu/anon","github.com/edsu/anon","6161","FFFFFF","2613454796","FFFFFF","147","False","-18000","1979","I'm a bot that tweets anonymous Wikipedia edits that are made from Canadian Government IP addresses. I'm powered by: https://t.co/mip4rTkvth","73","Canada","FF0000","http://pbs.twimg.com/profile_images/486845019920142336/D8tyW1L9_normal.png","True","False","https://pbs.twimg.com/profile_banners/2613454796/1404907996","http://abs.twimg.com/images/themes/theme1/bg.png","Gov. of Canada edits","en","False","9","gccaedits","False","https://t.co/4ZSbMvg1K1","Wed Jul 09 12:06:54 +0000 2014","False","Eastern Time (US & Canada)","False","False","False","null","null","False","fr","Fri Feb 20 23:06:21 +0000 2015","null","null","fr","recent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","The brashley46 Daily is out! http://t.co/G5TjKsrP8p Stories via @TorontoHydro @gccaedits","null","568888206466392064","0","<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>","False","null","http://t.co/G5TjKsrP8p","29","51","http://ln.is/paper.li/brashley46/GK6kC","ln.is/paper.li/brash…","null","null","0","568888206466392064","False","False","True","0C3E53","False","7727422","https://abs.twimg.com/images/themes/theme12/bg.gif","False","null","https://pbs.twimg.com/profile_images/2156957558/200R0044b_normal.JPG","FFF7CC","http://t.co/zWWFAhhpE1","0","22","http://brashley46.livejournal.com","brashley46.livejournal.com","","","","","","322","F2E195","7727422","BADFCD","21","False","12600","19868","retired hospital worker, never-gonna-retire militant proletarian socialist, choral singer and mountain dulcimer player","371","Toronto","FF0000","http://pbs.twimg.com/profile_images/2156957558/200R0044b_normal.JPG","False","True","https://pbs.twimg.com/profile_banners/7727422/1402114001","http://abs.twimg.com/images/themes/theme12/bg.gif","brashley46","en","False","123","brashley46","False","http://t.co/zWWFAhhpE1","Thu Jul 26 03:19:27 +0000 2007","False","Tehran","False","False","False","null","null","True","en","Fri Feb 20 21:41:32 +0000 2015","null","null","en","recent","165819788","64","77","165819788","TorontoHydro","Toronto Hydro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2613454796","78","88","2613454796","gccaedits","Gov. of Canada edits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…","null","568858218023268352","0","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","null","","","","","","null","null","5","568858218023268352","False","False","True","333333","False","466369716","https://pbs.twimg.com/profile_background_images/533775569/Twitter-background-new_clean.jpg","False","null","https://pbs.twimg.com/profile_images/1808188476/ICSU_logo_RVB_twitter_normal.jpg","DDEEF6","http://t.co/cQ0dye7v7z","0","22","http://www.icsu.org","icsu.org","","","","","","2750","FFFFFF","466369716","FFFFFF","113","False","3600","2488","The International Council for Science (ICSU) – Strengthening international science for the benefit of society. Co-founding @FutureEarth. New blog: @road2paris","729","Paris","1255BA","http://pbs.twimg.com/profile_images/1808188476/ICSU_logo_RVB_twitter_normal.jpg","False","True","https://pbs.twimg.com/profile_banners/466369716/1400571044","http://pbs.twimg.com/profile_background_images/533775569/Twitter-background-new_clean.jpg","Council for Science","en","False","111","ICSUnews","False","http://t.co/cQ0dye7v7z","Tue Jan 17 10:09:10 +0000 2012","False","Paris","False","False","False","null","null","False","en","Fri Feb 20 19:42:22 +0000 2015","null","null","en","recent","27845025","3","16","27845025","farmingfirst","Farming First","126","134","Ag4SDGs","media","27845025","568843305963929600","http://twitter.com/farmingfirst/status/568843305963929600/photo/1","pic.twitter.com/5ejpHNwvCq","http://t.co/5ejpHNwvCq","https://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","27845025","568843305963929600","568843285519929344","255","fit","340","768","fit","1024","450","fit","600","150","crop","150","139","140","photo","568843285519929344","http://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","retweeted_status","null","False","Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http://t.co/5ejpHNwvCq","null","568843305963929600","2","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","False","null","2613454796","48","58","2613454796","gccaedits","Gov. of Canada edits","108","116","Ag4SDGs","http://twitter.com/farmingfirst/status/568843305963929600/photo/1","pic.twitter.com/5ejpHNwvCq","http://t.co/5ejpHNwvCq","https://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","568843285519929344","255","fit","340","768","fit","1024","450","fit","600","150","crop","150","117","139","photo","568843285519929344","http://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","null","null","5","568843305963929600","False","False","True","3E4415","False","27845025","https://pbs.twimg.com/profile_background_images/46574181/fftwitter2.jpg","False","null","https://pbs.twimg.com/profile_images/301525183/FF_logo_for_Twitter_normal.jpg","99CC33","http://t.co/PYhffGUKar","0","22","http://www.farmingfirst.org","farmingfirst.org","31550","829D5E","27845025","F0EEE1","900","False","0","7135","Farming First is a global coalition calling on world leaders to increase agricultural output in a sustainable and socially responsible manner.","4697","global","D02B55","http://pbs.twimg.com/profile_images/301525183/FF_logo_for_Twitter_normal.jpg","False","False","https://pbs.twimg.com/profile_banners/27845025/1378123132","http://pbs.twimg.com/profile_background_images/46574181/fftwitter2.jpg","Farming First","en","False","77","farmingfirst","False","http://t.co/PYhffGUKar","Tue Mar 31 10:07:02 +0000 2009","False","London","False","False","False","null","null","False","en","Fri Feb 20 18:43:07 +0000 2015","null","null","en","recent"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2613454796","66","76","2613454796","gccaedits","Gov. of Canada edits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575586179","59","75","575586179","worldfarmersorg","WFO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575586179","77","93","575586179","worldfarmersorg","WFO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466369716","76","85","466369716","ICSUnews","Council for Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466369716","94","103","466369716","ICSUnews","Council for Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19649135","86","94","19649135","FAOnews","FAO Newsroom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19649135","104","112","19649135","FAOnews","FAO Newsroom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90417225","95","107","90417225","OneAcreFund","One Acre Fund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90417225","113","125","90417225","OneAcreFund","One Acre Fund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","False","RT @farmingfirst: Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http…","null","568844341860548608","0","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","False","null","","","","","","null","null","5","568844341860548608","False","False","True","7FA554","False","2161477598","https://pbs.twimg.com/profile_background_images/378800000104023749/a5657dd16b4125ae79f79ddae33d4f29.png","False","null","https://pbs.twimg.com/profile_images/570588117931069440/KwjwnhTV_normal.jpeg","54A851","","","","","","","","","","","1222","1DAD89","2161477598","849C68","93","False","null","99637","#NoGMO #sustainability #nurture #foods this earth is the only earth we have","215","USA","69AB4B","http://pbs.twimg.com/profile_images/570588117931069440/KwjwnhTV_normal.jpeg","False","False","https://pbs.twimg.com/profile_banners/2161477598/1398717742","http://pbs.twimg.com/profile_background_images/378800000104023749/a5657dd16b4125ae79f79ddae33d4f29.png","OrganicGardening","en","True","14","greenvideos","False","null","Mon Oct 28 19:25:58 +0000 2013","False","null","False","False","False","null","null","False","en","Fri Feb 20 18:47:14 +0000 2015","null","null","en","recent","27845025","3","16","27845025","farmingfirst","Farming First","126","134","Ag4SDGs","media","27845025","568843305963929600","http://twitter.com/farmingfirst/status/568843305963929600/photo/1","pic.twitter.com/5ejpHNwvCq","http://t.co/5ejpHNwvCq","https://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","27845025","568843305963929600","568843285519929344","255","fit","340","768","fit","1024","450","fit","600","150","crop","150","139","140","photo","568843285519929344","http://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","retweeted_status","null","False","Farming First UN side event with speakers from: @gccaedits @worldfarmersorg @ICSUnews @FAOnews @OneAcreFund #Ag4SDGs http://t.co/5ejpHNwvCq","null","568843305963929600","2","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","False","null","2613454796","48","58","2613454796","gccaedits","Gov. of Canada edits","108","116","Ag4SDGs","http://twitter.com/farmingfirst/status/568843305963929600/photo/1","pic.twitter.com/5ejpHNwvCq","http://t.co/5ejpHNwvCq","https://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","568843285519929344","255","fit","340","768","fit","1024","450","fit","600","150","crop","150","117","139","photo","568843285519929344","http://pbs.twimg.com/media/B-Tv9E5IEAAcTn-.jpg","null","null","5","568843305963929600","False","False","True","3E4415","False","27845025","https://pbs.twimg.com/profile_background_images/46574181/fftwitter2.jpg","False","null","https://pbs.twimg.com/profile_images/301525183/FF_logo_for_Twitter_normal.jpg","99CC33","http://t.co/PYhffGUKar","0","22","http://www.farmingfirst.org","farmingfirst.org","31550","829D5E","27845025","F0EEE1","900","False","0","7135","Farming First is a global coalition calling on world leaders to increase agricultural output in a sustainable and socially responsible manner.","4697","global","D02B55","http://pbs.twimg.com/profile_images/301525183/FF_logo_for_Twitter_normal.jpg","False","False","https://pbs.twimg.com/profile_banners/27845025/1378123132","http://pbs.twimg.com/profile_background_images/46574181/fftwitter2.jpg","Farming First","en","False","77","farmingfirst","False","http://t.co/PYhffGUKar","Tue Mar 31 10:07:02 +0000 2009","False","London","False","False","False","null","null","False","en","Fri Feb 20 18:43:07 +0000 2015","null","null","en","recent"
